BearingID,Timestamp,RadialForce,RotationSpeed,Torque,HorizontalAcc,VerticalAcc,Temperature,RUL
1,01/01/2023 00:00,3981.784398846061,1779.2891103323968,39.08516348895434,0.0034652343749999,-0.0018812499999999,28.661048488181624,387.12452048268887
1,01/01/2023 00:00,4134.402346045152,1623.8808381221168,43.46851461268635,0.00354453125,-0.00471796875,58.57718491156926,386.6411608470239
1,01/01/2023 00:00,4528.38079507825,1477.100723639307,47.32277989401072,0.006229296875,-0.0007195312499999,58.57718491156926,386.25879401900966
1,01/01/2023 00:05,3970.400075620352,1818.0441233998984,39.0556149991259,0.0056093749999999,-0.0009304687499999,30.528918243813024,386.6802841261825
1,01/01/2023 00:05,4216.003792028603,1648.5975244783472,49.644633158792864,0.0054722656249999,-0.0075488281249999,58.57718491156926,386.14631755204647
1,01/01/2023 00:05,4528.38079507825,1503.834311834957,48.77665717723882,0.001789453125,0.0004902343749999,58.57718491156926,386.524374717582
1,01/01/2023 00:10,3955.7279750709386,1812.0096993672537,39.47969011006425,0.0041957031249999,-0.0022285156249999,30.144242907352776,386.31296486325664
1,01/01/2023 00:10,4199.688236243144,1635.420653236686,43.23531057025676,-0.003483984375,-0.01037734375,58.57718491156926,385.73541910895057
1,01/01/2023 00:10,4528.38079507825,1473.1153963794743,51.89732556940846,0.0039488281249999,0.001090234375,58.57718491156926,385.2921584949965
1,01/01/2023 00:15,4128.4125183622045,1809.9481462311437,37.8204773741698,-0.00182421875,-0.000594140625,29.599753017906465,385.8840018996638
1,01/01/2023 00:15,4156.211944431985,1641.1031507710952,45.70619236978536,0.015632421875,-0.0088683593749999,58.57718491156926,384.3599237922906
1,01/01/2023 00:15,4528.38079507825,1529.1791695590794,53.436400460871305,0.0039699218749999,0.002264453125,58.57718491156926,383.650862158104
1,01/01/2023 00:20,4000.446562225692,1813.0373940827224,43.17383416599229,-0.002581640625,0.009917578125,31.70212248851516,386.7941765950674
1,01/01/2023 00:20,4218.646519371411,1680.7866230943328,46.78874503703196,0.004633984375,-0.0077046875,58.57718491156926,383.3329221474667
1,01/01/2023 00:20,4528.38079507825,1463.317342451235,48.766424135189965,0.0001625,-0.0023679687499999,58.57718491156926,383.1033195857264
1,01/01/2023 00:25,4528.38079507825,1519.7649118840236,49.36527549825944,-0.003152734375,-0.002616015625,58.57718491156926,381.9983074935983
